c0010;c0011;c0020;c0030;c0040;c0050;c0060;c0070;c0080;c0090;c0100
2736;B0500;89000020240000766001520250508016P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2342.93
2737;B0500;89000020240000766001520250508017P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3045.71
2738;B0500;89000020240000766001520250508018P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3045.71
2739;B0500;89000020240000766001520250508019P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2342.93
2740;B0500;89000020240000766001520250508020P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2342.93
2741;B0500;89000020240000766001520250508021P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3130.34
2742;B0500;89000020240000766001520250508022P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3130.34
2743;B0500;89000020240000766001520250508023P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2342.93
2744;B0500;89000020240000766001520250508024P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2342.93
2745;B0500;89000020240000766001520250508025P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2342.93
2746;B0500;89000020240000766001520250508026P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2070.09
2747;B0500;89000020240000766001520250508027P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2342.93
2748;B0500;89000020240000766001520250508028P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3045.71
2749;B0500;89000020240000766001520250508029P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2798.02
2750;B0500;89000020240000766001520250508030P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2342.93
2751;B0500;89000020240000766001520250508031P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2971.26
2752;B0500;89000020240000766001520250508032P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3116.18
2753;B0500;89000020240000766001520250508033P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3116.18
2754;B0500;89000020240000766001520250508034P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2971.26
2755;B0500;89000020240000766001520250508035P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2971.26
2756;B0500;89000020240000766001520250508036P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3856.08
2757;B0500;89000020240000766001520250508037P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1673.34
2758;B0500;89000020240000766001520250508038P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3116.18
2759;B0500;89000020240000766001520250508039P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2492.98
2760;B0500;89000020240000766001520250508040P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3101.09
2761;B0500;89000020240000766001520250508041P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2926.09
2762;B0500;89000020240000766001520250508042P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2926.09
2763;B0500;89000020240000766001520250508043P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2926.09
2764;B0500;89000020240000766001520250508044P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2492.98
2765;B0500;89000020240000766001520250508045P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2930.59
2766;B0500;89000020240000766001520250508046P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1766.17
2767;B0500;89000020240000766001520250508047P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2926.09
2768;B0500;89000020240000766001520250508048P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3101.09
2769;B0500;89000020240000766001520250508049P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2926.09
2770;B0500;89000020240000766001520250508050P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2492.98
2771;B0500;89000020240000766001520250508051P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2926.09
2772;B0500;89000020240000766001520250508052P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1766.17
2773;B0500;89000020240000766001520250508053P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2795.74
2774;B0500;89000020240000766001520250508054P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3528.97
2775;B0500;89000020240000766001520250508055P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2795.74
2776;B0500;89000020240000766001520250508056P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2795.74
2777;B0500;89000020240000766001520250508057P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2795.74
2778;B0500;89000020240000766001520250508058P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2795.74
2779;B0500;89000020240000766001520250508059P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2795.74
2780;B0500;89000020240000766001520250508060P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3528.97
2781;B0500;89000020240000766001520250508061P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2795.74
2782;B0500;89000020240000766001520250508062P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2788.89
2783;B0500;89000020240000766001520250508063P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2795.74
2784;B0500;89000020240000766001520250508064P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2896.86
2785;B0500;89000020240000766001520250508065P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2795.74
2786;B0500;89000020240000766001520250508066P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1732.69
2787;B0500;89000020240000766001520250508067P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1732.69
2788;B0500;89000020240000766001520250508068P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2461.56
2789;B0500;89000020240000766001520250508069P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1732.69
2790;B0500;89000020240000766001520250508070P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1732.69
2791;B0500;89000020240000766001520250508071P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1732.69
2792;B0500;89000020240000766001520250508072P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3107.49
2793;B0500;89000020240000766001520250508073P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2571.97
2794;B0500;89000020240000766001520250508074P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;5034.40
2795;B0500;89000020240000766001520250508075P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3502.42
2796;B0500;89000020240000766001520250508076P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3502.42
2797;B0500;89000020240000766001520250508077P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2571.97
2798;B0500;89000020240000766001520250508078P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2571.97
2799;B0500;89000020240000766001520250508079P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;5034.40
2800;B0500;89000020240000766001520250508080P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;5034.40
2801;B0500;89000020240000766001520250508081P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2616.33
2802;B0500;89000020240000766001520250508082P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3502.42
2803;B0500;89000020240000766001520250508083P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2571.97
2804;B0500;89000020240000766001520250508084P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3502.42
2805;B0500;89000020240000766001520250508085P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2571.97
2806;B0500;89000020240000766001520250508086P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3502.42
2807;B0500;89000020240000766001520250508087P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2571.97
2808;B0500;89000020240000766001520250508088P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;5034.40
2809;B0500;89000020240000766001520250508089P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;5034.40
2810;B0500;89000020240000766001520250508090P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2571.97
2811;B0500;89000020240000766001520250508091P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2911.87
2812;B0500;89000020240000766001520250508092P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2571.97
2813;B0500;89000020240000766001520250508093P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;5034.40
2814;B0500;89000020240000766001520250508094P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3971.56
2815;B0500;89000020240000766001520250508095P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3502.42
2816;B0500;89000020240000766001520250508096P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;5034.40
2817;B0500;89000020240000766001520250508097P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3502.42
2818;B0500;89000020240000766001520250508098P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;5034.40
2819;B0500;89000020240000766001520250508099P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3502.42
2820;B0500;89000020240000766001520250508100P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2571.97
2821;B0500;89000020240000766001520250508101P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1849.88
2822;B0500;89000020240000766001520250508102P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2571.97
2823;B0500;89000020240000766001520250508103P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3971.56
2824;B0500;89000020240000766001520250508104P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2571.97
2825;B0500;89000020240000766001520250508105P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3502.42
2826;B0500;89000020240000766001520250508106P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2771.23
2827;B0500;89000020240000766001520250508107P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2878.59
2828;B0500;89000020240000766001520250508108P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2771.23
2829;B0500;89000020240000766001520250508109P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2771.23
2830;B0500;89000020240000766001520250508110P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2467.37
2831;B0500;89000020240000766001520250508111P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2467.37
2832;B0500;89000020240000766001520250508112P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2467.37
2833;B0500;89000020240000766001520250508113P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3549.53
2834;B0500;89000020240000766001520250508114P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;5163.50
2835;B0500;89000020240000766001520250508115P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2758.66
2836;B0500;89000020240000766001520250508116P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2771.23
2837;B0500;89000020240000766001520250508117P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2379.81
2838;B0500;89000020240000766001520250508118P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2771.23
2839;B0500;89000020240000766001520250508119P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2467.37
2840;B0500;89000020240000766001520250508120P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2771.23
2841;B0500;89000020240000766001520250508121P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2771.23
2842;B0500;89000020240000766001520250508122P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2948.29
2843;B0500;89000020240000766001520250508123P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;4052.66
2844;B0500;89000020240000766001520250508124P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3484.87
2845;B0500;89000020240000766001520250508125P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3484.87
2846;B0500;89000020240000766001520250508126P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3484.87
2847;B0500;89000020240000766001520250508127P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2948.29
2848;B0500;89000020240000766001520250508128P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3484.87
