0010;0020;0021;0030;0040;0045;0050;0053;0055;0057;0060;0070;0080;0090;0100;0110;0120;0130;0140;0150;0160;0170;0175;0180;0190
738;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038900000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);219107,24;152,67;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
739;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820358740;BANCO SANTANDER PARIS;7400416227;Type of identifier, other than LEI or MFI code;Sister;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);3,68;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
740;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820368340;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1,38;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
741;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);336000000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);175531,14;66,25;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
742;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304870326550;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);4,68;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
743;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);333000000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);73408,46;0;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
744;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304870352140;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);7,54;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
745;r0390 - Non-financial liabilities;c005x   - Other financial corporations;Rank 9 - Ranking in insolvency (master scale);962304880000810;NOVIMOVEST;7400685089;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1,35;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
746;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);333500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);5067,9;5,7;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
747;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304880335480;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1268,22;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
748;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);346000000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);80055,98;-14,64;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
749;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);027000000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1179358,04;435,15;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
750;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);027100000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);875706,58;418,55;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
751;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038700000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);56112,6;91,93;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
752;r0390 - Non-financial liabilities;c005x   - Other financial corporations;Rank 9 - Ranking in insolvency (master scale);000000000000000;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);6847,926075;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
753;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);336500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);56040,2;-8,69;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
754;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820287830;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,69;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
755;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);339500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);2974,61;4,76;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
756;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820290020;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,03;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
757;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);337500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);62423,09;19,36;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
758;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820292740;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);3,28;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
759;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);352000000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);26628,12;3,71;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
760;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820295820;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);36,67;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
761;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);338000000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);87653,37;13,06;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
762;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820296300;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);866,19;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
763;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);341500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);63966,21;-5,26;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
764;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820300790;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);71,11;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
765;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);339500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);159213,46;100,02;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
766;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820304500;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);14,44;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
767;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);039400000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);4894335,6;2926,85;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
768;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820306090;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);30;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
769;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);340500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);55732,5;45,32;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
770;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820307860;Banco Santander Brasil S.A.;6511000505;Type of identifier, other than LEI or MFI code;Sister;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);11687,81;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
771;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);343500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);173737,79;89,32;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
772;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820309020;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);62,22;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
773;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);341500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);112168,04;10,37;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
774;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820309460;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);64,44;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
775;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);023500000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);410005,95;80,7;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
776;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820309480;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);64,44;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
777;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);342200000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);35609,01;2,31;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
778;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820311230;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);3,13;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
779;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);345800000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);102688,42;48,86;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
780;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820318630;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);32,71;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
781;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);343400000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);7253,65;11,53;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
782;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820320590;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);16,67;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
783;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);162304820739370;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);40,83;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
784;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820324540;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,49;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
785;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);344600000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);240918,1;67,12;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
786;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820325080;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);9,63;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
787;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);348500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);23338,41;1,24;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
788;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820232660;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,28;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
789;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);345800000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);55288,19;21,29;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
790;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820241980;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,04;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
791;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);359500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);57398,31;12,3;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
792;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820242730;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,43;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
793;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);346500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);77766,39;48,42;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
794;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820242890;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,05;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
795;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);351500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);4832,36;0;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
796;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820246870;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,16;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
797;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);348000000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);19236,64;15,26;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
798;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820250510;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,59;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
799;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);162304840738540;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);3,06;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
800;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820250610;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,06;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
801;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);349500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);135016,56;-2,08;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
802;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820251290;Sucursal BSCH Frankfurt;0000046859;Type of identifier, other than LEI or MFI code;Sister;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);85,59;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
803;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);354000000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);68900,7;-4,29;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
804;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820251950;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);56,67;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
805;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);351500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);203876,25;71,68;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
806;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820252950;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,35;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
807;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);028600000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);25787,45;10,27;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
808;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820254330;ABBEY NATIONAL FINANTIAL PRODUCTS;7400416271;Type of identifier, other than LEI or MFI code;Sister;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);74,03;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
