c0010;c0020;c0030;c0040;c0050;c0060;c0070;c0080;c0090;c0100;c0110;c0120;c0130;c0140;c0150
4295;89000020240000766001520250701313P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4296;89000020240000766001520250701314P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4297;89000020240000766001520250701315P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2493.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4298;89000020240000766001520250701316P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4299;89000020240000766001520250701317P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4300;89000020240000766001520250701318P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4301;89000020240000766001520250701319P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4302;89000020240000766001520250701320P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4303;89000020240000766001520250701321P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4304;89000020240000766001520250701322P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4305;89000020240000766001520250701323P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4306;89000020240000766001520250701324P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4307;89000020240000766001520250701325P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3490.44;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4308;89000020240000766001520250701326P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3166.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4309;89000020240000766001520250701327P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3166.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4310;89000020240000766001520250701328P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4311;89000020240000766001520250701329P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4312;89000020240000766001520250701330P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4313;89000020240000766001520250701331P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4314;89000020240000766001520250701332P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4315;89000020240000766001520250701333P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4316;89000020240000766001520250701334P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4317;89000020240000766001520250701335P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3166.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4318;89000020240000766001520250701336P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4319;89000020240000766001520250701337P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4320;89000020240000766001520250701338P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3022.31;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4321;89000020240000766001520250701339P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4322;89000020240000766001520250701340P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4323;89000020240000766001520250701341P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4324;89000020240000766001520250701342P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4325;89000020240000766001520250701343P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4326;89000020240000766001520250701344P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4327;89000020240000766001520250701345P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2672.84;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4328;89000020240000766001520250701346P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4329;89000020240000766001520250701347P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3166.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4330;89000020240000766001520250701348P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4331;89000020240000766001520250701349P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4332;89000020240000766001520250701350P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4333;89000020240000766001520250701351P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4334;89000020240000766001520250701352P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1979.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4335;89000020240000766001520250701353P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2423.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4336;89000020240000766001520250701354P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2501.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4337;89000020240000766001520250701355P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4338;89000020240000766001520250701356P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2501.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4339;89000020240000766001520250701357P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4340;89000020240000766001520250701358P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4341;89000020240000766001520250701359P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3387.62;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4342;89000020240000766001520250701360P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2501.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4343;89000020240000766001520250701361P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4344;89000020240000766001520250701362P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2409.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4345;89000020240000766001520250701363P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2409.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4346;89000020240000766001520250701364P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2332.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4347;89000020240000766001520250701365P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2409.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4348;89000020240000766001520250701366P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4349;89000020240000766001520250701367P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4350;89000020240000766001520250701368P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3659.62;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4351;89000020240000766001520250701369P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4352;89000020240000766001520250701370P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4353;89000020240000766001520250701371P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4354;89000020240000766001520250701372P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4355;89000020240000766001520250701373P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2332.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4356;89000020240000766001520250701374P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2409.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4357;89000020240000766001520250701375P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4358;89000020240000766001520250701376P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4359;89000020240000766001520250701377P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2332.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4360;89000020240000766001520250701378P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4361;89000020240000766001520250701379P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4362;89000020240000766001520250701380P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4363;89000020240000766001520250701381P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4364;89000020240000766001520250701382P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4365;89000020240000766001520250701383P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2501.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4366;89000020240000766001520250701384P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4367;89000020240000766001520250701385P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4368;89000020240000766001520250701386P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4369;89000020240000766001520250701387P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4370;89000020240000766001520250701388P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4371;89000020240000766001520250701389P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2409.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4372;89000020240000766001520250701390P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4373;89000020240000766001520250701391P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4374;89000020240000766001520250701392P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4375;89000020240000766001520250701393P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4376;89000020240000766001520250701394P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4377;89000020240000766001520250701395P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2918.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4378;89000020240000766001520250701396P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4264.92;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4379;89000020240000766001520250701397P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3387.62;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4380;89000020240000766001520250701398P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1727.28;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4381;89000020240000766001520250701399P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4382;89000020240000766001520250701400P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3898.00;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4383;89000020240000766001520250701401P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2332.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4384;89000020240000766001520250701402P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4385;89000020240000766001520250701403P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2501.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4386;89000020240000766001520250701404P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4387;89000020240000766001520250701405P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4388;89000020240000766001520250701406P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4389;89000020240000766001520250701407P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4390;89000020240000766001520250701408P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4391;89000020240000766001520250701409P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3387.62;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4392;89000020240000766001520250701410P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4393;89000020240000766001520250701411P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3898.00;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4394;89000020240000766001520250701412P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4395;89000020240000766001520250701413P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2332.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4396;89000020240000766001520250701414P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4397;89000020240000766001520250701415P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4398;89000020240000766001520250701416P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2332.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4399;89000020240000766001520250701417P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2409.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4400;89000020240000766001520250701418P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4401;89000020240000766001520250701419P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2409.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4402;89000020240000766001520250701420P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2501.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4403;89000020240000766001520250701421P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4404;89000020240000766001520250701422P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4405;89000020240000766001520250701423P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4406;89000020240000766001520250701424P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4407;89000020240000766001520250701425P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4408;89000020240000766001520250701426P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4409;89000020240000766001520250701427P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4410;89000020240000766001520250701428P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2501.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4411;89000020240000766001520250701429P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4412;89000020240000766001520250701430P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2501.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4413;89000020240000766001520250701431P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3105.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4414;89000020240000766001520250701432P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2332.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4415;89000020240000766001520250701433P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4416;89000020240000766001520250701434P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4417;89000020240000766001520250701435P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4418;89000020240000766001520250701436P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2332.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4419;89000020240000766001520250701437P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4420;89000020240000766001520250701438P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2332.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4421;89000020240000766001520250701439P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4422;89000020240000766001520250701440P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4423;89000020240000766001520250701441P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4424;89000020240000766001520250701442P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2409.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4425;89000020240000766001520250701443P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2661.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4426;89000020240000766001520250701444P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2020.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4427;89000020240000766001520250701445P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2020.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
4428;89000020240000766001520250701446P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2020.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
