unique_trade_id;counterparty_id;counterparty_type_id;counterparty_country;base_product;product_id;governing_law;contract_recogn_write_down;contract_recogn_suspension;contract_recogn_resolution;collateral_portfolio;collateral_posted;collateral_posted_currency;collateral_received;collateral_received_currency;leg_1_cash_flow;leg_2_cash_flow;leg_1_reference_rate;leg_2_reference_rate;leg_1_reference_period;leg_2_reference_period;premium;netting_agreement;carrying_amount;accounting_standard;accounting_classification;hierarchy;hedge_id;total_risk_exposure_amount
004942950010034220500;95980020140005994098;Legal Entity Identifier;ES;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;1833.0000;IFRS;trading book;Level 2;N/A;3285.3500
004942980010039783516;B91950253;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;9165.0000;IFRS;trading book;Level 2;N/A;6304.1600
1010000023CCCIRS10589808;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;299216568.1742;MXN;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-00CSIU-BSTE;1426037.0000;IFRS;trading book;Level 2;N/A;327.6066
1010000023CCCIRS10631101;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;602886392.0711;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-00CSIU-BSTE;317318.0000;IFRS;trading book;Level 2;N/A;0.0708
1010000023CCCIRS13240535;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;299216568.1742;MXN;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-00CSIU-BSTE;2263660.0000;IFRS;trading book;Level 2;N/A;13.2378
1010000023CCCIRS13334822;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;602886392.0711;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-00CSIU-BSTE;542913.0000;IFRS;trading book;Level 2;N/A;1.0120
1010000023CCCIRS14577249;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;299216568.1742;MXN;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-00CSIU-BSTE;54646.0000;IFRS;trading book;Level 2;N/A;11.3684
1010000023CCCIRS14898089;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;299216568.1742;MXN;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-00CSIU-BSTE;285167.0000;IFRS;trading book;Level 2;N/A;63.5200
1010000023CCCIRS15567459;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;602886392.0711;USD;N/A;N/A;N/A;CDI COMP;N/A;40 year;0.0000;1992-00CSIU-BSTE;3931.0000;IFRS;trading book;Level 2;N/A;8.0146
1010000023CCCIRS6137845;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;299216568.1742;MXN;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-00CSIU-BSTE;452959.0000;IFRS;trading book;Level 2;N/A;6.7826
1010000023CCCIRS6303598;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;299216568.1742;MXN;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-00CSIU-BSTE;270501.0000;IFRS;trading book;Level 2;N/A;77.0828
1010000023CCCIRS6997303;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;602886392.0711;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-00CSIU-BSTE;1696925.0000;IFRS;trading book;Level 2;N/A;19.5594
1010000023CCCIRS9305110;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;299216568.1742;MXN;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-00CSIU-BSTE;741763.0000;IFRS;trading book;Level 2;N/A;165.9014
1010000051SW10000000LCH0002783438518542771;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;215577.0000;IFRS;trading book;Level 2;N/A;17.6844
1010000051SW10000000LCH0004700887540393965;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;23038.0000;IFRS;trading book;Level 2;N/A;0.0020
1010000051SW10000000LCH0004701000040394481;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;13074.0000;IFRS;trading book;Level 2;N/A;0.0014
1010000051SW10000000LCH0004925096343172889;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;1631859733.8800;EUR;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;-482.0000;IFRS;trading book;Level 2;N/A;0.0000
1010000051SW10000000LCH0005368644548482279;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD FED EFF CMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;-1332874.0000;IFRS;trading book;Level 2;N/A;99.3820
1010000051SW10000000LCH0005581785150939420;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;732282.0000;IFRS;trading book;Level 2;N/A;56.5536
1010000051SW10000000LCH0005669977352002329;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;5295848.0000;IFRS;trading book;Level 2;N/A;355.5700
1010000051SW10000000LCH0005693751152306780;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;1005477.0000;IFRS;trading book;Level 2;N/A;0.0710
1010000051SW10000000LCH0005721607052592900;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;-552695.0000;IFRS;trading book;Level 2;N/A;36.1432
1010000051SW10000000LCH0005892025654614428;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;989088.0000;IFRS;trading book;Level 2;N/A;63.1096
1010000051SW10000000LCH0006157929257930449;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;-6034812.0000;IFRS;trading book;Level 2;N/A;375.9200
1010000051SW10000000LCH0006738547964836709;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;1848496.0000;IFRS;trading book;Level 2;N/A;125.1130
1010000051SW10000000LCH0006930212967191902;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;1631859733.8800;EUR;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;-826.0000;IFRS;trading book;Level 2;N/A;0.0000
1010000051SW10000000LCH0007078510369029023;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;6364148.0000;IFRS;trading book;Level 2;N/A;3.6426
1010000051SW10000000LCH0007115541869505663;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;-31818310.0000;IFRS;trading book;Level 2;N/A;11.5480
1010000051SW10000000LCH0007208052070740101;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;8738667.0000;IFRS;trading book;Level 2;N/A;0.8168
1010000051SW10000000LCH0007407621773100753;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;-4336159.0000;IFRS;trading book;Level 2;N/A;2.0554
1010000051SW10000000LCH0007633611875860831;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;3808990.0000;IFRS;trading book;Level 2;N/A;254.2534
1010000051SW10000000LCH0008163143682620819;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;1743115.0000;IFRS;trading book;Level 2;N/A;120.5370
1010000051SW10000000LCH0008243949283610689;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;-3304546.0000;IFRS;trading book;Level 2;N/A;223.6274
1010000051SW10000000LCH0008249587283668144;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;3972424.0000;IFRS;trading book;Level 2;N/A;1.4386
1010000051SW10000000LCH0008282019184094979;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;30093276.0000;IFRS;trading book;Level 2;N/A;13.6000
1010000051SW10000000LCH0008427389286130315;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;3 month;0.0000;ISDA-LUTD-MAD;-11932.0000;IFRS;trading book;Level 2;N/A;0.7498
1010000051SW10000000LCH0008435141286287024;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;3 month;0.0000;ISDA-LUTD-MAD;7775942.0000;IFRS;trading book;Level 2;N/A;1.5762
1010000051SW10000000LCH0008441495086418495;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;6 month;0.0000;ISDA-LUTD-MAD;2331303.0000;IFRS;trading book;Level 2;N/A;0.4694
1010000051SW10000000LCH0008447159886534125;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;6 month;0.0000;ISDA-LUTD-MAD;193727311.0000;IFRS;trading book;Level 2;N/A;73.3938
1010000051SW10000000LCH0008450732786605914;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;6 month;0.0000;ISDA-LUTD-MAD;1652306.0000;IFRS;trading book;Level 2;N/A;130.5636
1010000051SW10000000LCH0008455199186697769;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;6 month;0.0000;ISDA-LUTD-MAD;-38343082.0000;IFRS;trading book;Level 2;N/A;2868.8152
1010000051SW10000000LCH0008576024388258153;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;-3563611.0000;IFRS;trading book;Level 2;N/A;246.6644
1010000051SW10000000LCH0008691752489661525;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;8798018.0000;IFRS;trading book;Level 2;N/A;605.9900
1010000051SW10000000LCH0008710567889865363;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;10755798.0000;IFRS;trading book;Level 2;N/A;736.0404
1010000051SW10000000LCH0008717136889979927;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;-1311053.0000;IFRS;trading book;Level 2;N/A;138.6146
1010000051SW10000000LCH0008756836590436797;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;-2207197.0000;IFRS;trading book;Level 2;N/A;147.2236
1010000051SW10000000LCH0008867852691814703;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;7789551.0000;IFRS;trading book;Level 2;N/A;569.7970
1010000051SW10000000LCH0008998231493366732;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;-1714290.0000;IFRS;trading book;Level 2;N/A;119.5442
1010000051SW10000000LCH0009000863193400640;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;3 month;0.0000;ISDA-LUTD-MAD;1493230.0000;IFRS;trading book;Level 2;N/A;4.0484
1010000051SW10000000LCH0009086239394427031;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;1637094.0000;IFRS;trading book;Level 2;N/A;134.2832
1010000051SW10000000LCH0009142686995136308;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;4663536.0000;IFRS;trading book;Level 2;N/A;375.3622
1010000051SW10000000LCH0009146835995178582;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;-2193826.0000;IFRS;trading book;Level 2;N/A;159.6516
1010000051SW10000000LCH0009239836596294923;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;5101604.0000;IFRS;trading book;Level 2;N/A;27.8872
1010000051SW10000000LCH0009467709399037256;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;CPTFEMU;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;6056797.0000;IFRS;trading book;Level 2;N/A;0.0806
1010000051SW10000000LCH0009476694699160019;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;128281.0000;IFRS;Non-trading book;Level 2;MISS;24.1628
1010000051SW1000000LCH00095861131100514681;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;288736.0000;IFRS;trading book;Level 2;N/A;0.0188
1010000051SW1000000LCH00095876324100530009;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-6688732.7578;MXN;11111111111.0000;N/A;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;ISDA-LUTD-MAD;160351.0000;IFRS;trading book;Level 2;N/A;32.4666
1010000051SW1000000LCH00096026380100711640;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;2121906.0000;IFRS;trading book;Level 2;N/A;169.0892
1010000051SW1000000LCH00096369185101152834;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-3573002.5424;PLN;11111111111.0000;N/A;N/A;N/A;N/A;PLNWIBOR;N/A;6 month;0.0000;ISDA-LUTD-MAD;1013363.0000;IFRS;trading book;Level 2;N/A;67.9708
1010000051SW1000000LCH00096513969101393210;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;566396.0000;IFRS;trading book;Level 2;N/A;20.3982
1010000051SW1000000LCH00096870796101838982;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;268051.0000;IFRS;trading book;Level 2;N/A;24.6712
1010000051SW1000000LCH00097290093102368139;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;3 month;0.0000;ISDA-LUTD-MAD;-79510.0000;IFRS;trading book;Level 2;N/A;6.4964
1010000051SW1000000LCH00097409415102537905;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD FED EFF CMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;-2984877.0000;IFRS;trading book;Level 2;N/A;0.9012
1010000051SW1000000LCH00097817621103055238;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-3573002.5424;PLN;11111111111.0000;N/A;N/A;N/A;N/A;PLNWIBOR;N/A;6 month;0.0000;ISDA-LUTD-MAD;461229.0000;IFRS;trading book;Level 2;N/A;5.6298
1010000274GFIBLT000000000000000000I1371399;RR3QWICWWIPCS8A4S074;Legal Entity Identifier;US;Swaptions (2.8);IRD|OSWP|;ES;YES;YES;YES;YES;-17196000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR 3M FLBCK;N/A;3 month;-2581250.0000;1992-RBSB-BSTE;213542.0000;IFRS;trading book;Level 2;N/A;2240.6987
101000028020160707085020160707100000000410;E57ODZWZ7FF32TWEFA76;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;US;YES;YES;YES;YES;-63036137.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-CIDL-BSTE;243651.0000;IFRS;trading book;Level 2;N/A;10.8879
1010000280TC00026920181107094445009347486;7H6GLXDRUGQFU57RNE97;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;ES;YES;YES;YES;YES;-72033296.7500;EUR;11111111111.0000;N/A;N/A;N/A;USD SOFR 1M FLBCK;MXNTIIE28D;28 day;28 day;0.0000;1992-CMFX-BECM;687361.0000;IFRS;trading book;Level 2;N/A;332.0072
1010000280TC00032220200910124157009999476;7H6GLXDRUGQFU57RNE97;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;ES;YES;YES;YES;YES;-72033296.7500;EUR;11111111111.0000;N/A;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-CMFX-BECM;312333.0000;IFRS;trading book;Level 2;N/A;91.1845
1010000280TC00043020180517113555008973740;1IE8VN30JCEQV1H4R804;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;YES;YES;YES;11111111111.0000;N/A;4318858.3849;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-HKON-BSTE;261577.0000;IFRS;trading book;Level 2;N/A;149.7029
1010000281562010846;549300XVOAUN3EEO6F68;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|FXD;GB;YES;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-QSKC-BSTE;893830.0000;IFRS;trading book;Level 2;N/A;12988.7659
1010000282TC_02418820150903093452006827108;7H6GLXDRUGQFU57RNE97;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;YES;YES;YES;-206142192.0700;EUR;11111111111.0000;N/A;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-CMFX-BECM;407030.0000;IFRS;trading book;Level 2;N/A;769.0449
1010000283BKRBLTL8818878;R0MUWSFPU8MPRO8K5P83;Legal Entity Identifier;US;Vanilla Option (4.5);CURR|OPT|SMP;ES;YES;YES;YES;YES;11111111111.0000;N/A;225690000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-PBFP-BSTE;386506.0000;IFRS;trading book;Level 2;N/A;169.4526
1010000283TSBGCNYXXXXXXXXXXXXXXXXXX8190223;K8MS7FD7N5Z2WQ51AZ71;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;ES;YES;YES;YES;YES;11111111111.0000;N/A;7480000.0000;EUR;N/A;N/A;USD SOFR 1M FLBCK;MXNTIIE28D;28 day;28 day;0.0000;1992-BBVD-BSTE;1400617.0000;IFRS;trading book;Level 2;N/A;1062.5321
