unique_trade_id;counterparty_id;counterparty_type_id;counterparty_country;base_product;product_id;governing_law;contract_recogn_write_down;contract_recogn_suspension;contract_recogn_resolution;collateral_portfolio;collateral_posted;collateral_posted_currency;collateral_received;collateral_received_currency;leg_1_cash_flow;leg_2_cash_flow;leg_1_reference_rate;leg_2_reference_rate;leg_1_reference_period;leg_2_reference_period;premium;netting_agreement;carrying_amount;accounting_standard;accounting_classification;hierarchy;hedge_id;total_risk_exposure_amount
39861424;3YJP8HORPAEXJ80D6368;Legal Entity Identifier;CL;Forward (4.4);CURR|FXD|FXD;ES;YES;NO;NO;YES;11111111111.0000;N/A;750668619.7609;USD;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-BSCH-BSTE;11119.0000;IFRS;trading book;Level 2;N/A;0.0000
39868354;5493003HSDTSCZRXBA58;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;6 month;0.0000;1992-DTFNAL-BSTE;262830.0000;IFRS;trading book;Level 2;N/A;224032.7245
40046641;PTCQB104N23FMNK2RZ28;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|FXD;ES;YES;YES;YES;YES;-733830000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-1AVB-BSTE;1623.0000;IFRS;trading book;Level 2;N/A;0.0000
40179185;E57ODZWZ7FF32TWEFA76;Legal Entity Identifier;US;Forward (4.4);CURR|FXD|SWLEG;ES;YES;YES;YES;YES;11111111111.0000;N/A;52630000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-CIDL-BSTE;1420384.0000;IFRS;trading book;Level 2;N/A;2870.9065
40256591;R0MUWSFPU8MPRO8K5P83;Legal Entity Identifier;US;Forward (4.4);CURR|FXD|SWLEG;ES;YES;YES;YES;YES;11111111111.0000;N/A;225690000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-PBFP-BSTE;285528.0000;IFRS;trading book;Level 2;N/A;4263.2052
40290391;R0MUWSFPU8MPRO8K5P83;Legal Entity Identifier;US;Vanilla Option (4.5);CURR|OPT|SMP;ES;YES;YES;YES;YES;11111111111.0000;N/A;225690000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-PBFP-BSTE;209694.0000;IFRS;trading book;Level 2;N/A;2259.3016
40324119;PTCQB104N23FMNK2RZ28;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|FXD;ES;YES;YES;YES;YES;-733830000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-1AVB-BSTE;3074.0000;IFRS;trading book;Level 2;N/A;0.0000
40331792;549300DI194U0XWATI47;Legal Entity Identifier;CO;Forward (4.4);CURR|FXD|FXD;ES;YES;NO;NO;YES;-23663941.7852;USD;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-W8BP-BSTE;8031.0000;IFRS;trading book;Level 2;N/A;0.0000
40492627;PTCQB104N23FMNK2RZ28;Legal Entity Identifier;GB;Simple Exotic (4.6);CURR|OPT|FLEX;ES;YES;YES;YES;YES;-733830000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-1AVB-BSTE;11709.0000;IFRS;trading book;Level 2;N/A;0.0000
40535149;MP6I5ZYZBEU3UXPYFY54;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|FXD;ES;YES;YES;YES;YES;-70090000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-MIAL-BSTE;50381.0000;IFRS;trading book;Level 2;N/A;846.5060
40618792;549300X4CFDFTG2RRJ19;Legal Entity Identifier;HK;Forward (4.4);CURR|FXD|FXD;HK;YES;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-839F-BSTE;23325.0000;IFRS;trading book;Level 2;N/A;50434.7000
40626320;001026167;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;2643.0000;IFRS;trading book;Level 2;N/A;0.0000
40627655;PTCQB104N23FMNK2RZ28;Legal Entity Identifier;GB;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;4.0000;IFRS;trading book;Level 2;N/A;0.0000
40629217;775670284;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;-4451.0000;IFRS;trading book;Level 2;N/A;0.0000
40629342;415740580;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;47497.0000;IFRS;trading book;Level 2;N/A;0.0000
40629719;000132781;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;-33537.0000;IFRS;trading book;Level 2;N/A;0.0000
40636584;775670284;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;5160.0000;IFRS;trading book;Level 2;N/A;0.0000
40638773;549300LGG2RLWD21SU97;Legal Entity Identifier;US;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;-94504559.8450|-94504559.8450|0.0000|47252279.9225|0.0000|0.0000;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;1546.0000;IFRS;trading book;Level 2;N/A;0.0000
40640459;F2011BTKX;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;4604.0000;IFRS;trading book;Level 2;N/A;0.0000
40644327;SCRYQ25DTVRHYYMM6P89;Legal Entity Identifier;MX;Forward (4.4);CURR|FXD|SWLEG;ES;YES;YES;YES;YES;-592524689.3163;USD;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-BMSY-BSTE;-104.0000;IFRS;trading book;Level 2;N/A;0.0000
40645230;0901022T4;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;-888.0000;IFRS;trading book;Level 2;N/A;0.0000
40650527;549300LGG2RLWD21SU97;Legal Entity Identifier;US;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;1830.0000;IFRS;trading book;Level 2;N/A;0.0000
40654749;E57ODZWZ7FF32TWEFA76;Legal Entity Identifier;US;Forward (4.4);CURR|FXD|SWLEG;ES;YES;YES;YES;YES;11111111111.0000;N/A;52630000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-CIDL-BSTE;4076654.0000;IFRS;trading book;Level 2;N/A;2108.9760
40655201;259400LGXW3K0GDAG361;Legal Entity Identifier;PL;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;-227.0000;IFRS;trading book;Level 2;N/A;0.0000
40664920;5493006QMFDDMYWIAM13;Legal Entity Identifier;GB;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;2.0000;IFRS;trading book;Level 2;N/A;0.0000
40676160;549300QANBPYP3IHGF08;Legal Entity Identifier;US;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;-94504559.8450|0.0000|-94504559.8450|12886985.3990|68730589.1414|0.0000;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;536.0000;IFRS;trading book;Level 2;N/A;83273.9250
40679633;549300LGG2RLWD21SU97;Legal Entity Identifier;US;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;30.0000;IFRS;trading book;Level 2;N/A;0.0000
40685963;95980020140005844330;Legal Entity Identifier;ES;Forward (4.4);CURR|FXD|FXD;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;N/A;262.0000;IFRS;trading book;Level 2;N/A;0.0000
40688018;F2011CATO;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;42.0000;IFRS;trading book;Level 2;N/A;0.0000
40688158;549300LGG2RLWD21SU97;Legal Entity Identifier;US;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;305.0000;IFRS;trading book;Level 2;N/A;0.0000
40688793;95980020140005844330;Legal Entity Identifier;ES;Forward (4.4);CURR|FXD|FXD;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;N/A;6.0000;IFRS;trading book;Level 2;N/A;0.0000
40690750;002263951;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;94.0000;IFRS;trading book;Level 2;N/A;0.0000
40699777;549300LGG2RLWD21SU97;Legal Entity Identifier;US;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;7821.0000;IFRS;trading book;Level 2;N/A;0.0000
42461654;692032485;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;130.0000;IFRS;trading book;Level 2;N/A;0.0000
42497037;692032485;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;1.0000;IFRS;trading book;Level 2;N/A;0.0000
4330742;2138009K4RPWJLB6O234;Legal Entity Identifier;GB;Option (5.4);EQD|OPT|FLEX;ES;YES;NO;NO;YES;-34000000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-B2UF-BSTE;1267676.0000;IFRS;trading book;Level 2;N/A;0.0000
529900P0204W9HA8JP36599906781;529900F0AEX3776C0J76;Legal Entity Identifier;DE;Forward (4.4);CURR|FXD|FXD;ES;YES;NO;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-SGAPGC-BSTE;3069.0000;IFRS;trading book;Level 2;N/A;2508.3348
529900P0204W9HA8JP36615230735L1;529900F0AEX3776C0J76;Legal Entity Identifier;DE;Forward (4.4);CURR|FXD|SWLEG;ES;YES;NO;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-SGAPGC-BSTE;2090.0000;IFRS;trading book;Level 2;N/A;2660.4091
529900P0204W9HA8JP36616818044;549300V9QSIG4WX4GJ96;Legal Entity Identifier;DE;Forward (4.4);CURR|FXD|FXD;ES;NO;NO;NO;YES;11111111111.0000;N/A;27800000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;DRV-DTAE-BSTE;19630.0000;IFRS;trading book;Level 2;N/A;101.1714
529900P0204W9HA8JP36625825865L1;529900F0AEX3776C0J76;Legal Entity Identifier;DE;Forward (4.4);CURR|FXD|SWLEG;ES;YES;NO;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-SGAPGC-BSTE;277.0000;IFRS;trading book;Level 2;N/A;1058.2539
529900P0204W9HA8JP36642247016;GBQKSY6W7G0OHCQ8OQ72;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|FXD;GB;YES;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-ABUG-BSTE;14340.0000;IFRS;trading book;Level 2;N/A;481.6217
529900P0204W9HA8JP36650758701;529900ZAXBMQDIWPNB72;Legal Entity Identifier;AT;Forward (4.4);CURR|FXD|FXD;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;DRV-VAYG-BSTE;2077.0000;IFRS;trading book;Level 2;N/A;1364.4861
529900P0204W9HA8JP36665942247L1;96950077E9LYZ37XPT18;Legal Entity Identifier;FR;Forward (4.4);CURR|FXD|SWLEG;ES;YES;NO;NO;YES;-12418000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-025P-BSTE;1152.0000;IFRS;trading book;Level 2;N/A;76.1151
529900P0204W9HA8JP36666224880L1;529900YRFFGH5AXU4S86;Legal Entity Identifier;DE;Forward (4.4);CURR|FXD|SWLEG;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;DRV-787V-BSTE;421.0000;IFRS;trading book;Level 2;N/A;12012.8204
5493001KJTIIGC8Y1R12BBG0000000000B64BE292BB23C001F;HQ6XF7UI1QMJFYISFT58;Legal Entity Identifier;US;Forward (4.4);CURR|FXD|SWLEG;ES;YES;NO;NO;YES;11111111111.0000;N/A;164420000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-DBFF-BSTE;1247285.0000;IFRS;trading book;Level 2;N/A;7908.5004
5493001KJTIIGC8Y1R12BBG0000000000B64D10FBDE0340062;549300EOP3O3IFD6CE89;Legal Entity Identifier;MX;Forward (4.4);CURR|FXD|FXD;ES;YES;NO;YES;YES;11111111111.0000;N/A;94504.5598;USD;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-EIMS-BSTE;379.0000;IFRS;trading book;Level 2;N/A;72.0018
5493001KJTIIGC8Y1R12BBG0000000000B65084716E034003C;V1LV067AJN766PCJIG11;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|SWLEG;ES;YES;YES;YES;YES;11111111111.0000;N/A;13533052.9698;USD;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-SVOQ-BSTE;58875.0000;IFRS;trading book;Level 2;N/A;15007.3262
5493004U2OZSNOP2ML97552905492L0A0;RILFO74KP1CM8P6PCT96;Legal Entity Identifier;US;Forward (4.4);CURR|FXD|FXD;HK;YES;YES;YES;YES;11111111111.0000;N/A;20600000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-SCXN-BSTE;109234.0000;IFRS;trading book;Level 2;N/A;4424.5089
5493004U2OZSNOP2ML97559124342L0A0;HQ6XF7UI1QMJFYISFT58;Legal Entity Identifier;US;Forward (4.4);CURR|FXD|SWLEG;HK;YES;NO;NO;YES;11111111111.0000;N/A;164420000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-DBFF-BSTE;1638611.0000;IFRS;trading book;Level 2;N/A;20932.8334
5493004U2OZSNOP2ML97562783133L0A0;HQ6XF7UI1QMJFYISFT58;Legal Entity Identifier;US;Forward (4.4);CURR|FXD|SWLEG;HK;YES;NO;NO;YES;11111111111.0000;N/A;164420000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-DBFF-BSTE;571990.0000;IFRS;trading book;Level 2;N/A;3697.0227
5493004U2OZSNOP2ML97567703559L0A0;213800G3N5F42PQLJF86;Legal Entity Identifier;BE;Forward (4.4);CURR|FXD|FXD;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-AHEB12-BSTE;12637.0000;IFRS;trading book;Level 2;N/A;4174.2758
5493004U2OZSNOP2ML97572365802L0A0;HQ6XF7UI1QMJFYISFT58;Legal Entity Identifier;US;Forward (4.4);CURR|FXD|SWLEG;HK;YES;NO;NO;YES;11111111111.0000;N/A;164420000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-DBFF-BSTE;-3216.0000;IFRS;trading book;Level 2;N/A;2867.8430
5493008HL7YGILBYY12420230330280000000000000010754990;PT3QB789TSUIDF371261;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;US;YES;YES;YES;YES;11111111111.0000;N/A;14910000.0000;EUR;N/A;N/A;CLP TASA CAMARA;USD SOFR COMP;6 month;6 month;0.0000;1992-TDBT-BSTE;63343.0000;IFRS;trading book;Level 2;N/A;37193.5853
549300ETKP1MFYX3RQ19BSECUFXOZ2979030Z1;J4CP7MHCXR8DAQMKIL78;Legal Entity Identifier;US;Vanilla Option (4.5);CURR|OPT|SMP;ES;YES;YES;YES;YES;-333930000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-ISTT-BSTE;54662.0000;IFRS;trading book;Level 2;N/A;10226.0752
549300ETKP1MFYX3RQ19BSECUFXOZ3003861Z2;W22LROWP2IHZNBB6K528;Legal Entity Identifier;GB;Vanilla Option (4.5);CURR|OPT|SMP;ES;YES;YES;YES;YES;-496520000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-GSLI-BSTE;51509.0000;IFRS;trading book;Level 2;N/A;1278.3769
549300FSLUWD8ETI2P24MARKITWIRE200389981;549300UHUTTOEC14D714;Legal Entity Identifier;AD;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;2105641.5200;EUR;N/A;N/A;N/A;EUR ESTR COMP;N/A;40 year;0.0000;1992-ACAB-BSTE;34465.0000;IFRS;trading book;Level 2;N/A;2885.0185
549300FSLUWD8ETI2P24MARKITWIRE203502685;SCRYQ25DTVRHYYMM6P89;Legal Entity Identifier;MX;Cross Currency (2.4);IRD|CS|;ES;YES;YES;YES;YES;-592524689.3163;USD;11111111111.0000;N/A;N/A;N/A;USD SOFR COMP;MXNTIIE28D;28 day;28 day;0.0000;1992-BMSY-BSTE;1466172.0000;IFRS;trading book;Level 2;N/A;0.0000
549300MBO45EHETL4438BSECUFXOZ3000221Z2;W22LROWP2IHZNBB6K528;Legal Entity Identifier;GB;Vanilla Option (4.5);CURR|OPT|SMP;ES;YES;YES;YES;YES;-496520000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-GSLI-BSTE;6189.0000;IFRS;trading book;Level 2;N/A;3420.2720
549300MBO45EHETL4438V1AIRVTTCNY10004484740;B4TYDEB6GKMZO031MB27;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;ES;YES;YES;YES;YES;11111111111.0000;N/A;8390000.0000;EUR;N/A;N/A;USD SOFR COMP;MXNTIIE28D;28 day;28 day;0.0000;1992-1ACH-BSTE;308760.0000;IFRS;trading book;Level 2;N/A;3319.4325
549300ROEJDDAXM6LU05BBG0000000000B650AB7A3E034003B;5299007QVIQ7IO64NX37;Legal Entity Identifier;DE;Forward (4.4);CURR|FXD|SWLEG;ES;YES;NO;NO;YES;11111111111.0000;N/A;30180000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-00UES8-BSTE;359590.0000;IFRS;trading book;Level 2;N/A;10731.1285
549300U3YSKW7QY13Y70GBLL5177695;E57ODZWZ7FF32TWEFA76;Legal Entity Identifier;US;Vanilla Option (4.5);CURR|OPT|SMP;ES;YES;YES;YES;YES;11111111111.0000;N/A;52630000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-CIDL-BSTE;166020.0000;IFRS;trading book;Level 2;N/A;171.1948
549300WQWDPFSMQ8I087568967312L0A0;UWJKFUJFZ02DKWI3RY53;Legal Entity Identifier;US;Forward (4.4);CURR|FXD|FXD;ES;YES;YES;YES;YES;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-D150-BSTE;144545.0000;IFRS;trading book;Level 2;N/A;25986.8442
5853029;959800W98LFADNN7RC35;Legal Entity Identifier;ES;Option (5.4);EQD|OPT|OTC;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;CMOF-00D5GX-BSTE;861545.0000;IFRS;trading book;Level 2;N/A;0.0000
635400MQZIPRVPDDZK76542882882L0A0;213800N9W2D8A4GJGR36;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|FXD;GB;YES;NO;NO;YES;-2655578.1316;USD;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-GEUL-BSTE;18733.0000;IFRS;trading book;Level 2;N/A;890.7711
635400MQZIPRVPDDZK76561636821L0A0;7245009IC6EL3JEKMA24;Legal Entity Identifier;NL;Forward (4.4);CURR|FXD|FXD;ES;YES;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-HIB2-BSTE;146449.0000;IFRS;trading book;Level 2;N/A;98845.9485
6426292;SI5RG2M0WQQLZCXKRM20;Legal Entity Identifier;GB;Option (5.4);EQD|OPT|FLEX;ES;YES;YES;YES;YES;-98180000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-BSAB-BSTE;2962312.0000;IFRS;trading book;Level 2;N/A;514328.0771
7406914;SI5RG2M0WQQLZCXKRM20;Legal Entity Identifier;GB;Option (5.4);EQD|OPT|FLEX;ES;YES;YES;YES;YES;-98180000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-BSAB-BSTE;6605.0000;IFRS;trading book;Level 2;N/A;8639.1380
7S6O0HR48AGFIBLTL4916740;5493002XYZZ0CGQ6CB58;Legal Entity Identifier;DE;Vanilla Option (4.5);CURR|OPT|SMP;ES;YES;NO;NO;YES;11111111111.0000;N/A;37760000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-NFPEG1-BSTE;532041.0000;IFRS;trading book;Level 2;N/A;228.3943
8584995;6TJCK1B7E7UTXP528Y04;Legal Entity Identifier;DE;Swap (5.1);EQD|RTRN|SWAP;ES;YES;YES;YES;YES;11111111111.0000;N/A;29610000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-CGER-BSTE;620749.0000;IFRS;trading book;Level 2;N/A;0.0000
8RUL8VJZ2ATSIRDXXXXXXXXXXXXXXXXXXX14712772;R0MUWSFPU8MPRO8K5P83;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;HK;YES;YES;YES;YES;11111111111.0000;N/A;225690000.0000;EUR;N/A;N/A;N/A;USD SOFR COMP;N/A;3 month;0.0000;1992-PBFP-BSTE;451045.0000;IFRS;trading book;Level 2;N/A;1170.9740
8RUL8VJZ2AXXXXGTSSLXXXXXXXBQ703167892C00X1;XKZZ2JZF41MRHTR1V493;Legal Entity Identifier;GB;Cross Currency (2.4);IRD|CS|;ES;YES;YES;YES;YES;-79940000.0000;EUR;11111111111.0000;N/A;N/A;N/A;GBP SONIA 3M FLBCK;USD SOFR 3M FLBCK;3 month;3 month;0.0000;2002-SLMN-BSTE;911099.0000;IFRS;trading book;Level 2;N/A;11915.4566
CZM9YMSN4AU1LGEU1010Z5E5;G5GSEF7VJP5I7OUK5573;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;GB;YES;YES;YES;YES;11111111111.0000;N/A;47280000.0000;EUR;N/A;N/A;GBP SONIA 3M FLBCK;USD SOFR 3M FLBCK;3 month;3 month;0.0000;1992-BBIL-BSTE;2338500.0000;IFRS;trading book;Level 2;N/A;20992.6770
CZM9YMSN4AZH8LNWR1;HQ6XF7UI1QMJFYISFT58;Legal Entity Identifier;US;Swaptions (2.8);IRD|OSWP|;ES;YES;NO;NO;YES;11111111111.0000;N/A;164420000.0000;EUR;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;-1178125.0000;1992-DBFF-BSTE;405596.0000;IFRS;trading book;Level 2;N/A;959.1201
F226TOH6YD6XJB17KS62FXR1510804721;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|FXD;ES;YES;NO;NO;YES;11111111111.0000;N/A;326366714.4356;USD;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;ISDA-2Z1I-BSTE;711777.0000;IFRS;trading book;Level 2;N/A;2394.9780
F226TOH6YD6XJB17KS62FXR1511371723;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|FXD;ES;YES;NO;NO;YES;11111111111.0000;N/A;326366714.4356;USD;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;ISDA-2Z1I-BSTE;140022.0000;IFRS;trading book;Level 2;N/A;541.1180
F226TOH6YD6XJB17KS62FXR2511717900;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|FXD;ES;YES;NO;NO;YES;11111111111.0000;N/A;326366714.4356;USD;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;ISDA-2Z1I-BSTE;169007.0000;IFRS;trading book;Level 2;N/A;879.1870
F226TOH6YD6XJB17KS62FXR2511736828;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|FXD;ES;YES;NO;NO;YES;11111111111.0000;N/A;326366714.4356;USD;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;ISDA-2Z1I-BSTE;192295.0000;IFRS;trading book;Level 2;N/A;772.3798
F226TOH6YD6XJB17KS62SW1000000LCH00100261272106166947;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR COMP;N/A;40 year;0.0000;ISDA-LUTD-MAD;210927.0000;IFRS;trading book;Level 2;N/A;15.8242
F226TOH6YD6XJB17KS62SW1000000LCH00101636914107938514;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USLIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;1015406.0000;IFRS;trading book;Level 2;N/A;61.4734
F226TOH6YD6XJB17KS62SW1000000LCH00102265174108674328;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;12967.0000;IFRS;trading book;Level 2;N/A;4.2720
