financial_contract_id;isin;issuer_id;type_issuer_id;country_issuer;issuer_esa_2010;issuer_nace_sector;issuer_ratings;issuer_ratings_sources;type_issuer;currency_value;val_timestamp;val_type;dividend_yield;part_lcr_buffer;accounting_classification;prudential_portfolio;total_risk_exposure_amount
00491999408BBCDHSV;US68389X1054;1Z4GXXU7ZHVWFCD8TV52;Legal Entity Identifier;US;MISS;Other information technology and computer service activities;BBB, Baa2, BBB;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBSVSM;GB00BG12Y042;549300RVMKU0CYUZBB05;Legal Entity Identifier;GB;MISS;Extraction of crude petroleum;B+, NR, B+;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969444866667184;LU0513834514;513834514;Other identifier type;LU;MISS;MISS;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;0.000000
00491999408BBCDZLB;FR0000071946;969500Y7G9TY7Y24GN07;Legal Entity Identifier;FR;MISS;Engineering activities and related technical consultancy;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCCPMD;GB0003718474;213800RP9QJQYGWHNT41;Legal Entity Identifier;GB;MISS;Manufacture of games and toys;NR, NR, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667520;ES0105025003;959800L8KD863DP30X04;Legal Entity Identifier;ES;Other financial intermediaries except financial auxiliaries, captive financial institutions and money lenders, insurance corporations, pension funds and financial vehicle corporations engaged in securitisation transactions;Rental and operating of own or leased real estate;BBB, Baa2, NR;S&P, Moodys, Fitch;Other group entity;EUR;30/09/2023;Mark-to-Model;0.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;1400545347.000000
004954924866667848;ES0165392020;959800CASDTL36EG3U39;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;258364.559000
004954924863287503;ES0132875032;9598002W9QQANQBTYQ69;Legal Entity Identifier;ES;Insurance corporations;Non-life insurance;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;99999999999.000000
004954924866667843;ES0168833012;959800BSLXN8KJ9C6A72;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;191105.809000
00491999408BBBPJTX;IT0000062957;PSNL19R2RXX5U3QWHI44;Legal Entity Identifier;IT;MISS;Other monetary intermediation;BBB, (P)Baa1, BBB;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866666609;ES0115969034;I6IQI8QOOI86XYA1XK56;Legal Entity Identifier;ES;Captive financial institutions and money lenders;Other financial service activities, except insurance and pension funding n.e.c.;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;294219340.900000
004969334866667787;PTSTO0AM0008;5493005RLLC1P7VSVC58;Legal Entity Identifier;PT;MISS;Other financial service activities, except insurance and pension funding n.e.c.;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;4773263269.860000
004954924866667790;ES0124252034;529900H8DP9NY54QDN74;Legal Entity Identifier;ES;Captive financial institutions and money lenders;Activities of holding companies;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;6018280.794000
00491999408BBCKZJM;JP3900000005;353800TJ98PCAZROVE69;Legal Entity Identifier;JP;MISS;Manufacture of electric motors, generators and transformers;BBB+, NR, NR;S&P, Moodys, Fitch;Third party;JPY;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBWSFT;GB00B8C3BL03;2138005RN5XYLTF8G138;Legal Entity Identifier;GB;MISS;Other software publishing;BBB+, NR, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBVDVF;US38141G1040;784F5XWPLTWKTBV3E584;Legal Entity Identifier;US;MISS;Security and commodity contracts brokerage;BBB+, A2, A;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQWZR;NL0014559478;724500FLODI49NSCIP70;Legal Entity Identifier;FR;MISS;Other professional, scientific and technical activities n.e.c.;BBB, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969314822222555;XS2040071016;549300F5XIFGNNW4CF72;Legal Entity Identifier;GB;MISS;Other financial service activities, except insurance and pension funding n.e.c.;MISS;N/A;Other group entity;GBP;30/09/2023;Mark-to-Model;0.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;445274475.088000
004954924866666062;ES0198256010;9598003C83P2X6YBS717;Legal Entity Identifier;ES;Non-financial corporations;Growing of cereals (except rice), leguminous crops and oil seeds;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;44148369.370000
00491999408BBBPMNT;US58733R1023;003112015;Other identifier type;AR;MISS;Other professional, scientific and technical activities n.e.c.;MISS;N/A;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBNWFH;ES0111092039;95980020140005413165;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCCWTZ;JP3435000009;529900R5WX9N2OI2N910;Legal Entity Identifier;JP;MISS;Manufacture of consumer electronics;A, A3, A-u;S&P, Moodys, Fitch;Third party;JPY;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCDJTT;GB00B61TVQ02;213800RGEH1MPPNM2T57;Legal Entity Identifier;GB;MISS;Sale of cars and light motor vehicles;NR, Baa2, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQQFZ;US6927322098;003066274;Other identifier type;US;Non-financial corporations;Other professional, scientific and technical activities n.e.c.;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQPRQ;US6927322098;0808840T4;Other identifier type;US;Non-financial corporations;Activities of other membership organisations n.e.c.;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667600;ES0105331005;959800PETHYQL74MSK42;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;21091609.500000
00491999408BBBPKHH;ES0113307062;959800D090L9WDZL2R09;Legal Entity Identifier;ES;Non-financial corporations;Wholesale of clothing and footwear;MISS;N/A;Third party;EUR;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCCHLV;LU0075646355;222100AIF0CBCY80AH62;Legal Entity Identifier;GB;MISS;Support activities for petroleum and natural gas extraction;NR, NR, NR;S&P, Moodys, Fitch;Third party;NOK;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBTHJP;CH0102484968;5299007MF0604ZGJER92;Legal Entity Identifier;CH;MISS;Other personal service activities n.e.c.;NR, Baa1, NR;S&P, Moodys, Fitch;Third party;CHF;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCBZKF;IT0001157020;8156004604684CA44A90;Legal Entity Identifier;IT;MISS;Support activities for petroleum and natural gas extraction;NR, NR, BBB-;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCDFDP;CNE1000003X6;549300W9MKNIVWXFM679;Legal Entity Identifier;CN;MISS;Other monetary intermediation;NR, NR, NR;S&P, Moodys, Fitch;Third party;HKD;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667659;ES0110041037;213800JPD6H441DBDT16;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;99999999999.000000
004954924866667879;ES0174981011;959800CB1ZKLZS6TEG32;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;141777.145000
00491999408BBBRDTR;US3647601083;T2ZG1WRWZ4BUCMQL9224;Legal Entity Identifier;US;MISS;Retail sale of clothing in specialised stores;BB, B1, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969334866666038;ES0190902033;A28454080;Other identifier type;ES;Non-financial corporations;Operation of sports facilities;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;60716371.000000
00491999408BBBWMMG;US3453708600;20S05OYHG0MQM4VUIC57;Legal Entity Identifier;US;MISS;Manufacture of motor vehicles;BB+, Ba1, BBB-;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQXKV;US70450Y1038;5493005X2GO78EFZ3E94;Legal Entity Identifier;US;MISS;Other financial service activities, except insurance and pension funding n.e.c.;A-, A3, A-;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667274;ES0134679002;V06630255;Other identifier type;ES;MISS;MISS;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;1524644.200000
004954924866667651;ES0133447005;95980038WEXRFJA7J041;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;941522.700000
00491999408BBBPKFK;NL0010583399;724500BKS1TSAVLTWG46;Legal Entity Identifier;NL;MISS;Manufacture of other food products n.e.c.;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCBMDB;DE0006969603;529900GRZ2BQY5ZM9N49;Legal Entity Identifier;DE;MISS;Manufacture of sports goods;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667544;ES0171743901;959800U3NGPXSCQHQW54;Legal Entity Identifier;ES;Non-financial corporations;Publishing of journals and periodicals;CCC+, Caa1, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;Yes;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
004954924866667780;US92826C8394;549300JZ4OKEHW3DPJ59;Legal Entity Identifier;US;MISS;Other activities auxiliary to financial services, except insurance and pension funding;AA-, Aa3, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;99999999999.000000
00491999408BBBQFGC;US92826C8394;549300JZ4OKEHW3DPJ59;Legal Entity Identifier;US;MISS;Other activities auxiliary to financial services, except insurance and pension funding;AA-, Aa3, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969314822222393;USP1507AAF32;500008454;Other identifier type;AR;MISS;MISS;MISS;N/A;Other group entity;USD;30/09/2023;Mark-to-Model;0.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;283962367.200000
00491999408BBCCKRQ;US36266G1076;549300OI9J7XOWZMUN85;Legal Entity Identifier;US;MISS;Activities of holding companies;BBB, Baa2, BBB;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKMT;NL0011585146;549300RIVY5EX8RCON76;Legal Entity Identifier;NL;MISS;Other financial service activities, except insurance and pension funding n.e.c.;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBNVZX;US1667641005;940890210;Other identifier type;US;MISS;Manufacture of refined petroleum products;AA-, Aa2, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCLLYL;GB0002869419;213800W7Q4V2ZI8LIW31;Legal Entity Identifier;GB;MISS;Rental and operating of own or leased real estate;NR, NR, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866666137;ES0171788013;A15211691;Other identifier type;ES;MISS;MISS;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
004969314822222788;PTSTOCOM0007;5493005RLLC1P7VSVC58;Legal Entity Identifier;PT;MISS;Other financial service activities, except insurance and pension funding n.e.c.;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;0.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;385799903.140000
00491999408BBBXDJK;NL0011872643;7245000G0HS48PZWUD53;Legal Entity Identifier;NL;MISS;Fund management activities;BBB+, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBNWHT;US7427181091;2572IBTT8CCZW6AU4141;Legal Entity Identifier;US;MISS;Manufacture of household and sanitary goods and of toilet requisites;AA-, Aa3, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCKRBT;FR0000050809;96950020QIOHAAK9V551;Legal Entity Identifier;FR;MISS;Computer programming activities;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCKVRY;GB00BMBVGQ36;213800YPC42DYBKVPF97;Legal Entity Identifier;GB;MISS;Extraction of crude petroleum;BB, NR, BB;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBYXNW;US2220702037;549300BO9IWPF3S48F93;Legal Entity Identifier;US;MISS;Manufacture of perfumes and toilet preparations;BB-, B2, BB;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPSCZ;GB00B10RZP78;549300MKFYEKVRWML317;Legal Entity Identifier;GB;MISS;Manufacture of household and sanitary goods and of toilet requisites;A+, A1, Au;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667619;ES0142408030;A28249175;Other identifier type;ES;Financial auxilliaries;Other activities auxiliary to financial services, except insurance and pension funding;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;53682227.000000
00491999408BBBXWVF;US31428X1063;549300E707U7WNPZN687;Legal Entity Identifier;US;MISS;Other postal and courier activities;BBB, Baa2, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBWJRS;US10552T1079;254900MTXR9LUVQFU480;Legal Entity Identifier;BR;MISS;Production of meat and poultry meat products;MISS;N/A;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPJZH;GB00BLJNXL82;2138009OQSSLVVHQAL78;Legal Entity Identifier;GB;MISS;Development of building projects;NR, NR, BBB-;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667897;ES0176106013;V13656392;Other identifier type;ES;MISS;MISS;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;142384.105000
00491999408BBBRTCJ;ES0182870214;959800XKAB9VNAVN9425;Legal Entity Identifier;ES;Non-financial corporations;Other construction installation;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPJPG;ES0176252718;959800JRKSZ6YZD4EL80;Legal Entity Identifier;ES;Non-financial corporations;Hotels and similar accommodation;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBSLCH;US0079031078;R2I72C950HOYXII45366;Legal Entity Identifier;US;MISS;Manufacture of electronic components;A-, A2, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBSTQC;DE0007500001;549300UDG16DOYUPR330;Legal Entity Identifier;DE;MISS;Manufacture of tubes, pipes, hollow profiles and related fittings, of steel;BB, Ba3, BB-;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866666190;ES0171717038;959800RK5SS4VMEV8Q95;Legal Entity Identifier;ES;Non-financial corporations;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
004954924866667485;ES0105122024;959800ZQW44V5U3SEZ73;Legal Entity Identifier;ES;MISS;MISS;NR, NR, NR;S&P, Moodys, Fitch;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;1377053779.000000
004954924866667456;ES0141571119;95980020140005731713;Legal Entity Identifier;ES;Non-financial corporations;Rental and leasing of construction and civil engineering machinery and equipment;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
00491999408BBBQLVW;US0028241000;HQD377W2YR662HK5JX27;Legal Entity Identifier;US;MISS;Manufacture of pharmaceutical preparations;AA-, Aa3, NR;S&P, Moodys, Fitch;Third party;CLP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKPW;GB00BD3VFW73;213800LS272L4FIDOH92;Legal Entity Identifier;GB;MISS;Manufacture of medical and dental instruments and supplies;BBB-, Ba2, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBNVZN;US1729674242;6SHGI4ZSSLCXXQSBB395;Legal Entity Identifier;US;MISS;Activities of holding companies;BBB+, A3, A;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924861927403;ES0198688139;95980020140005492220;Legal Entity Identifier;ES;Central government;General public administration activities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
00491999408BBBQFGP;US7170811035;765LHXWGK1KXCLTFYQ30;Legal Entity Identifier;US;MISS;Manufacture of basic pharmaceutical products;A+, A1, Au;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQFGF;US9311421039;Y87794H0US1R65VBXU25;Legal Entity Identifier;US;MISS;Wholesale of other household goods;AA, Aa2, AA;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667847;ES0165392012;959800CASDTL36EG3U39;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;257116.037000
00491999408BBBPTDN;GB00B1WY2338;213800MJL6IPZS3ASA11;Legal Entity Identifier;GB;MISS;Manufacture of other special-purpose machinery n.e.c.;BBB+, Baa2, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQFFZ;US4581401001;KNX4USFCNGPY45LOCE31;Legal Entity Identifier;US;MISS;Manufacture of electronic components;A, A2, A-;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667753;ES0145824035;9598001U4J573V373949;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;201338.300000
004954924866666873;ES0174950032;A84524677;Other identifier type;ES;Non-financial corporations;Rental and operating of own or leased real estate;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;3434747.000000
00491999408BBBRJBY;US09857L1089;FXM8FAOHMYDIPD38UZ17;Legal Entity Identifier;US;MISS;MISS;A-, A3, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBZGTM;US28035Q1022;549300CY8QZDL4Z3RU59;Legal Entity Identifier;US;MISS;Manufacture of household and sanitary goods and of toilet requisites;BB, Ba3, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKHF;ES0126775032;54930063C6K2TNFL6H10;Legal Entity Identifier;ES;Non-financial corporations;Retail sale in non-specialised stores with food, beverages or tobacco predominating;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667916;ES0174980013;959800J81ESNCVGCGX38;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;275997.000000
00491999408BBBPKFY;IT0003856405;529900X4EEX1U9LN3U39;Legal Entity Identifier;IT;MISS;Manufacture of air and spacecraft and related machinery;BBB-, Baa3, BBB-;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKPP;IT0005090300;81560066183FE361C071;Legal Entity Identifier;IT;MISS;Manufacture of communication equipment;BB+, NR, BBB-;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBNWFL;ES0111098036;95980020140005412874;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCFDPF;GB00BM8PJY71;2138005O9XJIJN4JPN90;Legal Entity Identifier;GB;MISS;MISS;BBB+, A3, A;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCLKFG;LU1704650164;222100VXGA8L6J4ZWG61;Legal Entity Identifier;LU;MISS;Activities of holding companies;BB+, Ba2, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
