c0010;c0020;c0030;c0040;c0050;c0060;c0070;c0080;c0090;c0100;c0110;c0120;c0130;c0140;c0150
1941;89000020240000766001520250327850P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1645.30;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1942;89000020240000766001520250327851P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2968.27;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1943;89000020240000766001520250327852P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1944;89000020240000766001520250327853P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1945;89000020240000766001520250327854P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3900.55;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1946;89000020240000766001520250327855P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1947;89000020240000766001520250327856P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2744.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1948;89000020240000766001520250327857P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1949;89000020240000766001520250327858P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1950;89000020240000766001520250327859P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1951;89000020240000766001520250327860P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5221.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1952;89000020240000766001520250327861P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2188.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1953;89000020240000766001520250327862P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2744.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1954;89000020240000766001520250327863P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2744.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1955;89000020240000766001520250327864P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3629.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1956;89000020240000766001520250327865P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1645.30;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1957;89000020240000766001520250327866P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1958;89000020240000766001520250327867P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2982.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1959;89000020240000766001520250327868P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1960;89000020240000766001520250327869P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5221.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1961;89000020240000766001520250327870P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3900.50;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1962;89000020240000766001520250327871P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2783.26;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1963;89000020240000766001520250327872P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2982.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1964;89000020240000766001520250327873P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2298.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1965;89000020240000766001520250327874P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2869.03;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1966;89000020240000766001520250327875P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2715.68;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1967;89000020240000766001520250327876P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2188.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1968;89000020240000766001520250327877P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2251.72;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1969;89000020240000766001520250327878P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1970;89000020240000766001520250327879P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4554.53;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1971;89000020240000766001520250327880P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2188.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1972;89000020240000766001520250327881P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3919.20;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1973;89000020240000766001520250327882P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3477.19;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1974;89000020240000766001520250327883P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5221.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1975;89000020240000766001520250327884P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1976;89000020240000766001520250327885P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2251.72;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1977;89000020240000766001520250327886P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1978;89000020240000766001520250327887P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2500.84;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1979;89000020240000766001520250327888P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2299.01;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1980;89000020240000766001520250327889P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1981;89000020240000766001520250327890P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5221.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1982;89000020240000766001520250327891P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1983;89000020240000766001520250327892P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1984;89000020240000766001520250327893P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2916.21;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1985;89000020240000766001520250327894P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2251.72;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1986;89000020240000766001520250327895P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2744.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1987;89000020240000766001520250327896P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2744.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1988;89000020240000766001520250327897P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1989;89000020240000766001520250327898P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3169.25;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1990;89000020240000766001520250327899P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1991;89000020240000766001520250327900P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3169.25;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1992;89000020240000766001520250327901P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4183.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1993;89000020240000766001520250327902P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5084.90;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1994;89000020240000766001520250327903P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1995;89000020240000766001520250327904P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3154.83;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1996;89000020240000766001520250327905P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3027.21;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1997;89000020240000766001520250327906P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1998;89000020240000766001520250327907P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4183.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
1999;89000020240000766001520250327908P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2188.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2000;89000020240000766001520250327909P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2744.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2001;89000020240000766001520250327910P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2002;89000020240000766001520250327911P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3143.90;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2003;89000020240000766001520250327912P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2744.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2004;89000020240000766001520250327913P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2005;89000020240000766001520250327914P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3109.07;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2006;89000020240000766001520250327915P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3143.90;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2007;89000020240000766001520250327916P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2008;89000020240000766001520250327917P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2744.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2009;89000020240000766001520250327918P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2783.26;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2010;89000020240000766001520250327919P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2783.26;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2011;89000020240000766001520250327920P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2188.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2012;89000020240000766001520250327923P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2188.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2013;89000020240000766001520250327924P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2014;89000020240000766001520250327925P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2015;89000020240000766001520250327926P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2016;89000020240000766001520250327927P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5221.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2017;89000020240000766001520250327928P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2783.26;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2018;89000020240000766001520250327929P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2188.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2019;89000020240000766001520250327930P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2388.61;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2020;89000020240000766001520250327931P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2744.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2021;89000020240000766001520250327932P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2500.84;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2022;89000020240000766001520250327933P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2023;89000020240000766001520250327934P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2024;89000020240000766001520250327935P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3629.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2025;89000020240000766001520250327936P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2026;89000020240000766001520250327937P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3027.21;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2027;89000020240000766001520250327938P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2028;89000020240000766001520250327939P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2632.75;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2029;89000020240000766001520250327940P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5221.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2030;89000020240000766001520250327941P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2031;89000020240000766001520250327942P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2032;89000020240000766001520250327943P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2033;89000020240000766001520250327944P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2034;89000020240000766001520250327945P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2035;89000020240000766001520250327946P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2783.26;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2036;89000020240000766001520250327947P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4554.53;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2037;89000020240000766001520250327948P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2817.01;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2038;89000020240000766001520250327949P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2039;89000020240000766001520250327950P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3169.25;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2040;89000020240000766001520250327951P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2041;89000020240000766001520250327952P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2500.84;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2042;89000020240000766001520250327953P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5221.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2043;89000020240000766001520250327954P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3169.25;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2044;89000020240000766001520250327955P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3919.19;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2045;89000020240000766001520250327956P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2188.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2046;89000020240000766001520250327957P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2500.84;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2047;89000020240000766001520250327958P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2744.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2048;89000020240000766001520250327959P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1645.30;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2049;89000020240000766001520250327960P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2991.74;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2050;89000020240000766001520250327961P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2744.29;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2051;89000020240000766001520250327962P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2632.75;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2052;89000020240000766001520250327963P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5084.90;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2053;89000020240000766001520250327964P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5221.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2054;89000020240000766001520250327965P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2299.01;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2055;89000020240000766001520250327966P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2991.74;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2056;89000020240000766001520250327967P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4183.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2057;89000020240000766001520250327968P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2058;89000020240000766001520250327969P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2059;89000020240000766001520250327970P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2298.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2060;89000020240000766001520250327971P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2061;89000020240000766001520250327972P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2062;89000020240000766001520250327973P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2063;89000020240000766001520250327974P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2064;89000020240000766001520250327975P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1645.30;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2065;89000020240000766001520250327976P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1645.30;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2066;89000020240000766001520250327977P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2067;89000020240000766001520250327978P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2916.21;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2068;89000020240000766001520250327979P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2069;89000020240000766001520250327980P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2070;89000020240000766001520250327981P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1961.61;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2071;89000020240000766001520250327982P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2072;89000020240000766001520250327983P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1645.30;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2073;89000020240000766001520250327984P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2188.38;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
2074;89000020240000766001520250327985P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2170.87;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
